text,intent,sentiment
This has been helpful so far. I am within 7 days of starting Postpaid Silver in Singapore and my usage is below 10%. Can I request a full refund? I would appreciate a quick confirmation.,Refund,Happy
I need this billing issue clarified promptly. I need to understand the invoice process for my individual ZENDBiz Connect 1G service in Thailand.,Billing,Angry
I am pleased with the guidance so far. How does monthly billing in advance apply to my enterprise Postpaid Platinum service in Singapore?,Billing,Happy
"I appreciate that this is being reviewed, but I am dissatisfied with how the cloud networking issue on my ZENDCloud VM Enterprise account has been handled. I need a proper resolution.",Complaint,Happy
I should not have to keep asking about this. I need to raise a complaint because 5G mobile data for Prepaid Plus in Singapore has not been resolved.,Complaint,Angry
Please address this refund request promptly. My ZENDCloud VM Enterprise cloud service is already activated. Is it non-refundable after activation even if I am within 7 days?,Refund,Angry
"I have been waiting for a clear answer. After repeated requests for help with real-time data processing, my ZENDSmart Lighting concern is still unresolved. Please escalate it. Please respond clearly.",Complaint,Angry
I need this billing issue clarified promptly. Is the $80 amount for ZENDBiz Connect 500 in Thailand part of the monthly advance billing cycle?,Billing,Angry
"Could you clarify one point? Before I pay for ZENDCloud VM Enterprise, can you clarify the monthly billing timing for an enterprise account in USA? Kindly confirm.",Billing,Neutral
"I appreciate that this is being reviewed, but I am dissatisfied with how the predictive maintenance issue on my ZENDSmart Traffic account has been handled. I need a proper resolution. I would appreciate a quick confirmation.",Complaint,Happy
"Good to know. Before choosing ZENDStorage 10TB, could you explain what is included and the $100 price for an enterprise customer in USA?",Product Inquiry,Happy
Does the refund policy apply to an individual ZENDFiber Home 100 Mbps account when less than 10% has been used within 7 days? Kindly confirm.,Refund,Neutral
I would like to understand this better. Can you help me use sensor connectivity listed under IoT & Smart Solutions? My product is ZENDSmart Parking in Singapore. Please let me know.,Technical,Neutral
"I am glad I checked this in advance. For my ZENDFiber Home 300 Mbps account in USA, how do I get assistance with 24/7 technical support listed under Home & Office Internet? Could you confirm that for me?",Technical,Happy
"I have been waiting for a clear answer. I have contacted support more than once about setup guidance for ZENDFiber Home 1 Gbps in Singapore, but it remains unresolved. How can I escalate this? Please respond clearly.",Complaint,Angry
I would like to understand this better. The issue with reporting dashboards was not resolved after prior support for my ZENDFleet IoT service. What is the escalation route? Please let me know.,Complaint,Neutral
I would like to understand this better. I am deciding whether to keep ZENDOffice Net 1G in Thailand. What does ZENDS require for a full refund? Please let me know.,Refund,Neutral
I need this billing issue clarified promptly. Where can I find the billing details for an individual customer paying $55 for ZENDArchive Storage in Singapore?,Billing,Angry
Please address this refund request promptly. I am within 7 days of starting ZENDBiz Connect 100 in Thailand and my usage is below 10%. Can I request a full refund? I need this resolved promptly.,Refund,Angry
This has happened again. The issue with monitoring was not resolved after prior support for my ZENDCloud VM Pro service. What is the escalation route?,Complaint,Angry
This has been helpful so far. I want to understand the refund window for ZENDFiber Home 300 Mbps; is the usage threshold below 10%?,Refund,Happy
Please address this refund request promptly. Could you confirm the 7-day and under-10%-usage conditions for a full refund on ZENDFleet IoT? I need this resolved promptly.,Refund,Angry
"This is blocking my work. Can you point me to the ZENDS support process for setup guidance, which is listed under Home & Office Internet? I use ZENDOffice Net 1G. I need this resolved promptly.",Technical,Angry
I have had to report the network monitoring issue on my ZENDFiber Home 1 Gbps account repeatedly. Please provide an escalation option. Kindly confirm.,Complaint,Neutral
Could you clarify one point? Is there any refund option for an activated ZENDStorage 10TB cloud service in Singapore? Kindly confirm.,Refund,Neutral
What information is relevant when requesting a refund for an individual ZENDStorage 1TB service in India?,Refund,Neutral
I am glad I checked this in advance. I want to choose between ZENDOffice Net 1G and ZENDOffice Net 500. What do their listed prices in Thailand show for an individual customer? I would appreciate a quick confirmation.,Product Inquiry,Happy
Could you clarify one point? Can you confirm whether the billing policy for ZENDSmart Lighting in Thailand changes for enterprise customers? Kindly confirm.,Billing,Neutral
I need this technical issue handled promptly. What help is available for backup and disaster recovery under Cloud & Data Center Services for an enterprise customer using ZENDArchive Storage? Please respond clearly.,Technical,Angry
I have been waiting for a clear answer. I need to raise a complaint because security add-ons for ZENDBiz Connect 1G in USA has not been resolved.,Complaint,Angry
"For my ZENDBiz Connect 1G account in India, how do I get assistance with dedicated bandwidth listed under Business Connectivity?",Technical,Neutral
"That sounds promising. Is ZENDArchive Storage available to an individual customer in USA, and what does the offering include? I would appreciate a quick confirmation.",Product Inquiry,Happy
This billing matter needs to be resolved. What should I expect if payment for my ZENDOffice Net 200 service in India is more than 7 days late? I need this resolved promptly.,Billing,Angry
"That sounds promising. What does Postpaid Gold include for an enterprise customer in USA, and is its listed price $80? I would appreciate a quick confirmation.",Product Inquiry,Happy
I have been waiting for a clear answer. I want this reporting dashboards problem with ZENDSmart Lighting formally addressed because earlier support did not resolve it. Please respond clearly.,Complaint,Angry
"Could you clarify one point? Before I pay for Prepaid Plus, can you clarify the monthly billing timing for an enterprise account in USA?",Billing,Neutral
"Could you clarify one point? Can you point me to the ZENDS support process for virtual machines, which is listed under Cloud & Data Center Services? I use ZENDCloud VM Basic.",Technical,Neutral
"Please provide these product details now. For an individual customer in Singapore, how do the listed prices of ZENDCloud VM Enterprise ($165) and ZENDCloud VM Pro ($88) differ? I need this resolved promptly.",Product Inquiry,Angry
I need this technical issue handled promptly. Which ZENDS support option covers network monitoring listed under Home & Office Internet for an individual customer using ZENDFiber Home 1 Gbps?,Technical,Angry
That sounds promising. I need to understand the invoice process for my enterprise ZENDFleet IoT service in USA. I would appreciate a quick confirmation.,Billing,Happy
"I am pleased with the guidance so far. Before I pay for ZENDEnterprise Dedicated, can you clarify the monthly billing timing for an enterprise account in India? I would appreciate a quick confirmation.",Billing,Happy
Good to know. I want to choose between ZENDEnterprise Ultra and ZENDBiz Connect 500. What do their listed prices in India show for an enterprise customer? Could you confirm that for me?,Product Inquiry,Happy
I should not have to keep asking about this. The issue with installation was not resolved after prior support for my ZENDFiber Home 1 Gbps service. What is the escalation route? Please respond clearly.,Complaint,Angry
The support provided for 5G mobile data on Postpaid Silver did not resolve my problem. Who can formally review this?,Complaint,Neutral
Please address this refund request promptly. I am within 7 days of starting ZENDFiber Home 1 Gbps in Thailand and my usage is below 10%. Can I request a full refund? I need this resolved promptly.,Refund,Angry
This has been helpful so far. Can you help me use virtual machines listed under Cloud & Data Center Services? My product is ZENDCloud VM Basic in India. Could you confirm that for me?,Technical,Happy
Could you clarify one point? I use ZENDStorage 1TB in Thailand. What should I check first when I need help with file storage listed under Cloud & Data Center Services?,Technical,Neutral
I appreciate the clarification so far. Where can I find the billing details for an individual customer paying $300 for ZENDEnterprise Ultra in USA? I would appreciate a quick confirmation.,Billing,Happy
This has been helpful so far. What should I expect if payment for my ZENDEnterprise Dedicated service in Singapore is more than 7 days late?,Billing,Happy
"I would like to understand this better. Which services does ZENDS list under IoT & Smart Solutions, including smart city integrations, for someone considering ZENDSmart Parking in USA? Please let me know.",Product Inquiry,Neutral
I need an answer about refund eligibility today. What information is relevant when requesting a refund for an individual ZENDOffice Net 1G service in USA? Please respond clearly.,Refund,Angry
"I appreciate the clarification so far. What does Prepaid Basic include for an enterprise customer in Thailand, and is its listed price $38? I would appreciate a quick confirmation.",Product Inquiry,Happy
Could you clarify one point? What should I expect if payment for my ZENDCloud VM Pro service in Singapore is more than 7 days late? Please let me know.,Billing,Neutral
I am pleased with the guidance so far. What information is relevant when requesting a refund for an enterprise ZENDFiber Home 1 Gbps service in Thailand?,Refund,Happy
I appreciate the clarification so far. I am within 7 days of starting ZENDStorage 10TB in Singapore and my usage is below 10%. Can I request a full refund? Could you confirm that for me?,Refund,Happy
I am pleased with the guidance so far. The listed price for ZENDBiz Connect 100 is $48 for an enterprise customer in Thailand. When is that charge billed? Could you confirm that for me?,Billing,Happy
Good to know. I want to understand the refund window for ZENDOffice Net 1G; is the usage threshold below 10%?,Refund,Happy
That sounds promising. Where can an enterprise customer using Postpaid Silver in India get technical assistance with plan upgrades under Mobile Connectivity? Could you confirm that for me?,Technical,Happy
This billing matter needs to be resolved. My Prepaid Basic invoice in India is due soon. What does the late-payment policy say after 7 days? Please respond clearly.,Billing,Angry
"This has been helpful so far. Before choosing Prepaid Basic, could you explain what is included and the $38 price for an enterprise customer in Thailand? I would appreciate a quick confirmation.",Product Inquiry,Happy
I am trying to use SLA-backed uptime listed under Business Connectivity while using ZENDBiz Connect 100 in Singapore. Which steps should I follow? Kindly confirm.,Technical,Neutral
"I need this billing issue clarified promptly. Does an enterprise ZENDSmart Traffic account in USA receive a consolidated invoice, and how is it billed? Please respond clearly.",Billing,Angry
Good to know. Where can I find the billing details for an individual customer paying $80 for ZENDSmart Traffic in Thailand? Could you confirm that for me?,Billing,Happy
"I have already tried to get an answer. After repeated requests for help with cloud migration support, my ZENDStorage 10TB concern is still unresolved. Please escalate it. I need this resolved promptly.",Complaint,Angry
I am glad I checked this in advance. Does ZENDS list sensor connectivity under IoT & Smart Solutions? I am considering ZENDSmart Parking as an enterprise customer in Thailand. I would appreciate a quick confirmation.,Product Inquiry,Happy
I need an answer about refund eligibility today. My ZENDCloud VM Pro cloud service is already activated. Is it non-refundable after activation even if I am within 7 days?,Refund,Angry
"I would like to understand this better. For my ZENDCloud VM Pro account in Singapore, how do I get assistance with cloud migration support listed under Cloud & Data Center Services?",Technical,Neutral
This has been helpful so far. Could you describe Prepaid Unlimited and confirm whether $90 is its listed price in Singapore? I would appreciate a quick confirmation.,Product Inquiry,Happy
Please address this refund request promptly. I am deciding whether to keep ZENDOffice Net 1G in USA. What does ZENDS require for a full refund? I need this resolved promptly.,Refund,Angry
This has happened again. The problem with API integrations on my individual ZENDCloud VM Enterprise account keeps recurring. I need a formal resolution.,Complaint,Angry
Could you describe ZENDFiber Home 100 Mbps and confirm whether $27 is its listed price in Singapore? Kindly confirm.,Product Inquiry,Neutral
The problem with network monitoring on my individual ZENDFiber Home 300 Mbps account keeps recurring. I need a formal resolution.,Complaint,Neutral
I need an answer about refund eligibility today. Please clarify the refund rule before I make a decision about my Postpaid Platinum service in India.,Refund,Angry
I need a clear decision about my refund request. I am within 7 days of starting ZENDBiz Connect 1G in Singapore and my usage is below 10%. Can I request a full refund? I need this resolved promptly.,Refund,Angry
I would like to understand this better. Would an enterprise customer using less than 10% of ZENDFiber Home 100 Mbps qualify for a refund within 7 days? Kindly confirm.,Refund,Neutral
"I appreciate the clarification so far. Which services does ZENDS list under Mobile Connectivity, including roaming packages, for someone considering Prepaid Basic in USA?",Product Inquiry,Happy
This has been helpful so far. How does monthly billing in advance apply to my enterprise Postpaid Silver service in USA? Could you confirm that for me?,Billing,Happy
Please clarify the refund rule before I make a decision about my ZENDStorage 10TB service in India. Please let me know.,Refund,Neutral
Please address this refund request promptly. I want to understand the refund window for ZENDOffice Net 500; is the usage threshold below 10%? I need this resolved promptly.,Refund,Angry
"This has been helpful so far. Is ZENDArchive Storage available to an enterprise customer in India, and what does the offering include? I would appreciate a quick confirmation.",Product Inquiry,Happy
I need technical help without delay. Where can an enterprise customer using ZENDFiber Home 300 Mbps in India get technical assistance with network monitoring under Home & Office Internet?,Technical,Angry
I need a clear billing answer today. Could you explain why ZENDS bills ZENDFleet IoT in advance each month for customers in Singapore?,Billing,Angry
Good to know. Could you explain why ZENDS bills ZENDSmart Lighting in advance each month for customers in India? I would appreciate a quick confirmation.,Billing,Happy
"Good to know. Which services does ZENDS list under Mobile Connectivity, including add-on data packages, for someone considering Postpaid Gold in Thailand? I would appreciate a quick confirmation.",Product Inquiry,Happy
I am glad I checked this in advance. What information is relevant when requesting a refund for an individual ZENDSmart Traffic service in India?,Refund,Happy
I need technical help without delay. I am trying to use monitoring add-ons listed under Business Connectivity while using ZENDBiz Connect 100 in Thailand. Which steps should I follow?,Technical,Angry
"I need a clear product answer before I decide. Is ZENDSmart Lighting available to an enterprise customer in USA, and what does the offering include? Please respond clearly.",Product Inquiry,Angry
I am pleased with the guidance so far. Can you confirm whether the billing policy for ZENDCloud VM Enterprise in Singapore changes for enterprise customers? I would appreciate a quick confirmation.,Billing,Happy
I am glad I checked this in advance. Does the refund policy apply to an individual ZENDSmart Lighting account when less than 10% has been used within 7 days? I would appreciate a quick confirmation.,Refund,Happy
"I would like to understand this better. Can you point me to the ZENDS support process for network monitoring, which is listed under Home & Office Internet? I use ZENDOffice Net 500. Please let me know.",Technical,Neutral
I have been waiting for a clear answer. The support provided for mobile insurance on Prepaid Basic did not resolve my problem. Who can formally review this? Please respond clearly.,Complaint,Angry
Good to know. Where can I find the billing details for an individual customer paying $64 for ZENDFiber Home 1 Gbps in Thailand? I would appreciate a quick confirmation.,Billing,Happy
I would like to understand this better. Does ZENDS list device management under IoT & Smart Solutions? I am considering ZENDFleet IoT as an individual customer in Thailand. Please let me know.,Product Inquiry,Neutral
Could you clarify one point? I am dissatisfied with how the international roaming issue on my Prepaid Plus account has been handled. I need a proper resolution. Please let me know.,Complaint,Neutral
I need a clear billing answer today. Where can I find the billing details for an individual customer paying $300 for ZENDEnterprise Dedicated in India? Please respond clearly.,Billing,Angry
Please clarify the refund rule before I make a decision about my ZENDSmart Traffic service in India.,Refund,Neutral
This billing matter needs to be resolved. How does monthly billing in advance apply to my individual ZENDFiber Home 100 Mbps service in Singapore? I need this resolved promptly.,Billing,Angry
I have been waiting for a clear answer. I have had to report the dedicated enterprise support issue on my ZENDCloud VM Enterprise account repeatedly. Please provide an escalation option. I need this resolved promptly.,Complaint,Angry
"Does an enterprise ZENDCloud VM Basic account in Singapore receive a consolidated invoice, and how is it billed?",Billing,Neutral
I would like to understand this better. I need to raise a complaint because mobile insurance for Postpaid Silver in India has not been resolved. Kindly confirm.,Complaint,Neutral
"I have already tried to get an answer. I have contacted support more than once about API integrations for ZENDStorage 10TB in Thailand, but it remains unresolved. How can I escalate this? Please respond clearly.",Complaint,Angry
I have been waiting for a clear answer. My support experience for SMS on Prepaid Unlimited in India has been poor. Please review this complaint. I need this resolved promptly.,Complaint,Angry
Could you clarify one point? I need to raise a complaint because remote monitoring for ZENDSmart Parking in Thailand has not been resolved. Kindly confirm.,Complaint,Neutral
I would like to understand this better. Can you confirm whether the billing policy for ZENDSmart Traffic in Singapore changes for enterprise customers? Please let me know.,Billing,Neutral
I am dissatisfied with how the mobile app management issue on my Prepaid Basic account has been handled. I need a proper resolution. Please let me know.,Complaint,Neutral
Could you clarify one point? I am considering ZENDBiz Connect 100 in Singapore. What does this business connectivity plan offer to an enterprise customer?,Product Inquiry,Neutral
That sounds promising. I need to understand the invoice process for my enterprise ZENDEnterprise Ultra service in Thailand. I would appreciate a quick confirmation.,Billing,Happy
"I am glad someone is looking into this, but I need to raise a complaint because reporting dashboards for ZENDIndustrial Sensor in Thailand has not been resolved.",Complaint,Happy
Good to know. Does ZENDS list router and WiFi equipment under Home & Office Internet? I am considering ZENDFiber Home 1 Gbps as an enterprise customer in India. I would appreciate a quick confirmation.,Product Inquiry,Happy
This has been helpful so far. I want to choose between ZENDBiz Connect 500 and ZENDBiz Connect 1G. What do their listed prices in USA show for an individual customer? I would appreciate a quick confirmation.,Product Inquiry,Happy
"Good to know. For an individual customer in USA, how do the listed prices of ZENDStorage 10TB ($120) and ZENDCloud VM Enterprise ($150) differ? I would appreciate a quick confirmation.",Product Inquiry,Happy
I have been waiting for a clear answer. The issue with network monitoring was not resolved after prior support for my ZENDFiber Home 300 Mbps service. What is the escalation route? I need this resolved promptly.,Complaint,Angry
"I appreciate that this is being reviewed, but I have had to report the customer support issue on my Prepaid Basic account repeatedly. Please provide an escalation option. Could you confirm that for me?",Complaint,Happy
"Good to know. Before I pay for ZENDSmart Lighting, can you clarify the monthly billing timing for an individual account in Singapore? Could you confirm that for me?",Billing,Happy
"I would like to understand this better. I have contacted support more than once about dedicated enterprise support for ZENDCloud VM Basic in India, but it remains unresolved. How can I escalate this?",Complaint,Neutral
"I need technical help without delay. For my ZENDSmart Lighting account in Thailand, how do I get assistance with predictive maintenance listed under IoT & Smart Solutions?",Technical,Angry
I need a clear decision about my refund request. I am within 7 days of starting ZENDBiz Connect 100 in India and my usage is below 10%. Can I request a full refund?,Refund,Angry
Could you clarify one point? I am deciding whether to keep Prepaid Basic in USA. What does ZENDS require for a full refund? Kindly confirm.,Refund,Neutral
Good to know. Can you confirm whether the billing policy for ZENDStorage 1TB in Singapore changes for enterprise customers?,Billing,Happy
I need technical help without delay. I am trying to use network monitoring listed under Home & Office Internet while using ZENDFiber Home 1 Gbps in India. Which steps should I follow? Please respond clearly.,Technical,Angry
I would like to understand this better. Can you confirm whether the billing policy for ZENDEnterprise Ultra in India changes for enterprise customers? Please let me know.,Billing,Neutral
This has been helpful so far. Can you confirm that Prepaid Unlimited costs $50 for an enterprise customer in India?,Product Inquiry,Happy
I am glad I checked this in advance. I am considering Prepaid Unlimited in Thailand. What does this unlimited prepaid mobile plan offer to an enterprise customer? I would appreciate a quick confirmation.,Product Inquiry,Happy
"I have already tried to get an answer. After repeated requests for help with voicemail, my Prepaid Unlimited concern is still unresolved. Please escalate it. Please respond clearly.",Complaint,Angry
I would like to understand this better. Could you explain why ZENDS bills ZENDFiber Home 1 Gbps in advance each month for customers in Singapore?,Billing,Neutral
"I have contacted support more than once about remote monitoring for ZENDSmart Lighting in Singapore, but it remains unresolved. How can I escalate this?",Complaint,Neutral
The repeated SMS issue on Postpaid Platinum is affecting my experience. I need a clear resolution from ZENDS.,Complaint,Neutral
I need a clear decision about my refund request. Please clarify the refund rule before I make a decision about my Postpaid Silver service in Thailand. Please respond clearly.,Refund,Angry
I have already tried to get an answer. The problem with dedicated enterprise support on my enterprise ZENDCloud VM Enterprise account keeps recurring. I need a formal resolution.,Complaint,Angry
"I am pleased with the guidance so far. Before activating ZENDArchive Storage, can you explain the cloud-service refund restriction after activation? I would appreciate a quick confirmation.",Refund,Happy
"That sounds promising. Does an enterprise ZENDCloud VM Enterprise account in Thailand receive a consolidated invoice, and how is it billed? I would appreciate a quick confirmation.",Billing,Happy
"That sounds promising. Can you point me to the ZENDS support process for customer support, which is listed under Mobile Connectivity? I use Postpaid Platinum.",Technical,Happy
"I am glad I checked this in advance. What is the product information for Prepaid Plus, including its 20GB prepaid mobile plan and listed price in USA? Could you confirm that for me?",Product Inquiry,Happy
I should not have to keep asking about this. I am dissatisfied with how the customized network solutions issue on my ZENDEnterprise Dedicated account has been handled. I need a proper resolution.,Complaint,Angry
I want to choose between ZENDStorage 1TB and ZENDCloud VM Basic. What do their listed prices in Thailand show for an individual customer?,Product Inquiry,Neutral
"That sounds promising. What should an enterprise customer in India know about ZENDFiber Home 100 Mbps, a 100 Mbps home broadband? Could you confirm that for me?",Product Inquiry,Happy
I am pleased with the guidance so far. Please explain whether my ZENDSmart Lighting service in Thailand is eligible for a refund before the 7-day period ends. Could you confirm that for me?,Refund,Happy
I would like to understand this better. My ZENDCloud VM Basic cloud service is already activated. Is it non-refundable after activation even if I am within 7 days? Kindly confirm.,Refund,Neutral
"I need this billing issue clarified promptly. Does an enterprise ZENDSmart Lighting account in Singapore receive a consolidated invoice, and how is it billed?",Billing,Angry
"I appreciate the clarification so far. Which services does ZENDS list under Mobile Connectivity, including family plan support, for someone considering Prepaid Basic in USA? Could you confirm that for me?",Product Inquiry,Happy
I have already tried to get an answer. I have had to report the cloud migration support issue on my ZENDStorage 10TB account repeatedly. Please provide an escalation option. Please respond clearly.,Complaint,Angry
Good to know. I am trying to use device management listed under IoT & Smart Solutions while using ZENDFleet IoT in India. Which steps should I follow?,Technical,Happy
Which ZENDS support option covers real-time data processing listed under IoT & Smart Solutions for an individual customer using ZENDFleet IoT? Please let me know.,Technical,Neutral
This is blocking my work. Can you help me use mobile insurance listed under Mobile Connectivity? My product is Postpaid Platinum in India.,Technical,Angry
I am glad I checked this in advance. Can you confirm that Prepaid Basic costs $48 for an enterprise customer in USA? Could you confirm that for me?,Product Inquiry,Happy
"Good to know. For my ZENDIndustrial Sensor account in Singapore, how do I get assistance with remote monitoring listed under IoT & Smart Solutions? Could you confirm that for me?",Technical,Happy
I am glad I checked this in advance. I want to understand the refund window for ZENDBiz Connect 100; is the usage threshold below 10%? Could you confirm that for me?,Refund,Happy
I appreciate the clarification so far. I want to understand the refund window for ZENDBiz Connect 500; is the usage threshold below 10%? Could you confirm that for me?,Refund,Happy
I have already tried to get an answer. My individual ZENDBiz Connect 100 service in Thailand still has an unresolved customized network solutions concern after support contact.,Complaint,Angry
Is the $38 amount for Prepaid Basic in Thailand part of the monthly advance billing cycle? Kindly confirm.,Billing,Neutral
I am pleased with the guidance so far. Could you explain how ZENDS supports mobile app management under Mobile Connectivity? I use Postpaid Platinum in India. I would appreciate a quick confirmation.,Technical,Happy
I need technical help without delay. What help is available for mobile app management under Mobile Connectivity for an enterprise customer using Postpaid Platinum?,Technical,Angry
I need this billing issue clarified promptly. Where can I find the billing details for an individual customer paying $100 for Prepaid Unlimited in USA?,Billing,Angry
I have already tried to get an answer. The repeated network monitoring issue on ZENDOffice Net 200 is affecting my experience. I need a clear resolution from ZENDS. Please respond clearly.,Complaint,Angry
That sounds promising. I am reviewing the $200 charge for ZENDBiz Connect 1G in USA. Which billing rule applies to an individual customer? Could you confirm that for me?,Billing,Happy
"I need this technical issue handled promptly. Can you point me to the ZENDS support process for SLA-backed uptime, which is listed under Business Connectivity? I use ZENDBiz Connect 500.",Technical,Angry
"Could you clarify one point? What does ZENDCloud VM Basic include for an individual customer in India, and is its listed price $24? Kindly confirm.",Product Inquiry,Neutral
I need a clear decision about my refund request. Does the refund policy apply to an individual Postpaid Platinum account when less than 10% has been used within 7 days? Please respond clearly.,Refund,Angry
This billing matter needs to be resolved. Could you explain why ZENDS bills ZENDSmart Lighting in advance each month for customers in USA?,Billing,Angry
This is blocking my work. Can you help me use device management listed under IoT & Smart Solutions? My product is ZENDFleet IoT in India. Please respond clearly.,Technical,Angry
This has been helpful so far. Where can I find the billing details for an individual customer paying $132 for ZENDStorage 10TB in Singapore?,Billing,Happy
I appreciate the clarification so far. Please clarify the refund rule before I make a decision about my Prepaid Basic service in Singapore. I would appreciate a quick confirmation.,Refund,Happy
I have already tried to get an answer. I want this cloud migration support problem with ZENDCloud VM Pro formally addressed because earlier support did not resolve it.,Complaint,Angry
"This has been helpful so far. Before choosing Prepaid Basic, could you explain what is included and the $48 price for an enterprise customer in USA? Could you confirm that for me?",Product Inquiry,Happy
I need this billing issue clarified promptly. Is the $198 amount for ZENDBiz Connect 1G in Singapore part of the monthly advance billing cycle? I need this resolved promptly.,Billing,Angry
I need this billing issue clarified promptly. My Prepaid Plus invoice in USA is due soon. What does the late-payment policy say after 7 days?,Billing,Angry
The problem with mobile app management on my enterprise Prepaid Basic account keeps recurring. I need a formal resolution.,Complaint,Neutral
"I have been waiting for a clear answer. After repeated requests for help with voicemail, my Postpaid Gold concern is still unresolved. Please escalate it. Please respond clearly.",Complaint,Angry
I need practical help with international roaming listed under Mobile Connectivity; I use Postpaid Silver. Is there a recommended troubleshooting path? Kindly confirm.,Technical,Neutral
"Please provide these product details now. Which services does ZENDS list under Cloud & Data Center Services, including cloud migration support, for someone considering ZENDStorage 10TB in India?",Product Inquiry,Angry
This has happened again. My individual ZENDArchive Storage service in Singapore still has an unresolved cloud networking concern after support contact. I need this resolved promptly.,Complaint,Angry
I have been waiting for a clear answer. The issue with SIM and eSIM provisioning was not resolved after prior support for my Postpaid Gold service. What is the escalation route? I need this resolved promptly.,Complaint,Angry
I need this product information clarified. I want to choose between ZENDFiber Home 1 Gbps and ZENDOffice Net 1G. What do their listed prices in Singapore show for an enterprise customer?,Product Inquiry,Angry
"I am pleased with the guidance so far. Which services does ZENDS list under IoT & Smart Solutions, including smart city integrations, for someone considering ZENDSmart Traffic in Singapore? I would appreciate a quick confirmation.",Product Inquiry,Happy
Please address this refund request promptly. Does the refund policy apply to an enterprise ZENDStorage 10TB account when less than 10% has been used within 7 days? I need this resolved promptly.,Refund,Angry
"Before I pay for ZENDOffice Net 200, can you clarify the monthly billing timing for an individual account in Singapore?",Billing,Neutral
"I would like to understand this better. For my Postpaid Gold account in Singapore, how do I get assistance with 5G mobile data listed under Mobile Connectivity? Kindly confirm.",Technical,Neutral
I am pleased with the guidance so far. I need to understand the invoice process for my individual ZENDCloud VM Enterprise service in Singapore.,Billing,Happy
"I need this billing issue clarified promptly. Before I pay for Postpaid Silver, can you clarify the monthly billing timing for an individual account in Singapore? Please respond clearly.",Billing,Angry
"This has happened again. I have contacted support more than once about family plan support for Postpaid Gold in India, but it remains unresolved. How can I escalate this?",Complaint,Angry
I appreciate the clarification so far. Could you explain how ZENDS supports mobile app management under Mobile Connectivity? I use Prepaid Basic in India. Could you confirm that for me?,Technical,Happy
Could you clarify one point? I have had to report the voicemail issue on my Postpaid Platinum account repeatedly. Please provide an escalation option. Please let me know.,Complaint,Neutral
That sounds promising. Is the $66 amount for ZENDBiz Connect 100 in Singapore part of the monthly advance billing cycle? I would appreciate a quick confirmation.,Billing,Happy
I need technical help without delay. I use ZENDBiz Connect 1G in Thailand. What should I check first when I need help with customized network solutions listed under Business Connectivity? I need this resolved promptly.,Technical,Angry
I would like to understand this better. Can you confirm that ZENDSmart Lighting costs $48 for an individual customer in India?,Product Inquiry,Neutral
That sounds promising. The listed price for ZENDOffice Net 200 is $33 for an enterprise customer in India. When is that charge billed?,Billing,Happy
Could you explain why ZENDS bills ZENDArchive Storage in advance each month for customers in USA? Please let me know.,Billing,Neutral
Could you clarify one point? Please clarify the refund rule before I make a decision about my ZENDStorage 1TB service in Singapore.,Refund,Neutral
"I am glad I checked this in advance. What is the product information for ZENDIndustrial Sensor, including its industrial IoT solution and listed price in USA? Could you confirm that for me?",Product Inquiry,Happy
"I appreciate the clarification so far. Before choosing ZENDStorage 10TB, could you explain what is included and the $80 price for an enterprise customer in Thailand?",Product Inquiry,Happy
"I would like to understand this better. Before I pay for Prepaid Basic, can you clarify the monthly billing timing for an individual account in USA? Kindly confirm.",Billing,Neutral
My support experience for priority troubleshooting on ZENDBiz Connect 500 in India has been poor. Please review this complaint. Kindly confirm.,Complaint,Neutral
I am pleased with the guidance so far. I want to choose between ZENDBiz Connect 1G and ZENDEnterprise Dedicated. What do their listed prices in USA show for an enterprise customer? I would appreciate a quick confirmation.,Product Inquiry,Happy
This billing matter needs to be resolved. Could you explain why ZENDS bills ZENDSmart Parking in advance each month for customers in Singapore? Please respond clearly.,Billing,Angry
"I am pleased with the guidance so far. For my ZENDSmart Lighting account in USA, how do I get assistance with remote monitoring listed under IoT & Smart Solutions? I would appreciate a quick confirmation.",Technical,Happy
"This has been helpful so far. Before choosing ZENDStorage 10TB, could you explain what is included and the $120 price for an individual customer in USA? I would appreciate a quick confirmation.",Product Inquiry,Happy
I am glad I checked this in advance. Please clarify the refund rule before I make a decision about my ZENDBiz Connect 1G service in USA.,Refund,Happy
I am considering ZENDBiz Connect 100 in Singapore. What does this business connectivity plan offer to an individual customer? Kindly confirm.,Product Inquiry,Neutral
Good to know. Can you confirm that ZENDBiz Connect 100 costs $42 for an individual customer in India?,Product Inquiry,Happy
I am glad I checked this in advance. Would an enterprise customer using less than 10% of ZENDOffice Net 200 qualify for a refund within 7 days? I would appreciate a quick confirmation.,Refund,Happy
"I appreciate the clarification so far. Can you point me to the ZENDS support process for API integrations, which is listed under Cloud & Data Center Services? I use ZENDCloud VM Pro. I would appreciate a quick confirmation.",Technical,Happy
I would like to understand this better. I am within 7 days of starting Prepaid Plus in Thailand and my usage is below 10%. Can I request a full refund?,Refund,Neutral
Could you clarify one point? I have had to report the SLA-backed uptime issue on my ZENDEnterprise Ultra account repeatedly. Please provide an escalation option. Kindly confirm.,Complaint,Neutral
I would like to understand this better. Could you confirm the 7-day and under-10%-usage conditions for a full refund on ZENDCloud VM Pro?,Refund,Neutral
